session_year,session_name,session_id,bill_number,title,description,status,status_desc,last_action,last_action_date,url,state_link,matched_keywords
2017,2017 Regular Session,1261,,"State Long-Term Care Ombudsman, Office of the; amends provisions related to Office.","Office of the State Long-Term Care Ombudsman. Amends Office of the State Long-Term Care Ombudsman. Amends provisions related to the Office of the State Long-Term Care Ombudsman (the Office) and its access to and handling of certain information and records to conform to federal requirements and remove ambiguities. The bill also prohibits interference with or retaliation or reprisals against (i) the Office or its representatives or designees for fulfillment of its functions, responsibilities, or duties or (ii) a person who in good faith complains or provides information to, or otherwise cooperates with, the Office or any of its representatives or designees. The bill requires the Commissioner for Aging and Rehabilitative Services to promulgate regulations regarding the investigation of allegations of interference, retaliation, or reprisals and the implementation of sanctions with respect to such interference, retaliation, or reprisals. The bill also requires the Department for Aging and Rehabilitative Services to put in place mechanisms to ensure that the Office may (a) analyze, comment on, and monitor the development and implementation of laws, regulations, and policies related to long-term care services and providers or to the health, safety, welfare, and rights of individuals receiving long-term care services; (b) recommend changes to such laws, regulations, and policies; and (c) provide information, recommendations, and the position of the Office of the State Long-Term Care Ombudsman to public and private agencies, legislators, media, and other persons regarding concerns of individuals receiving long-term",4,,Governor: Acts of Assembly Chapter text (CHAP0460),2017-03-13,https://legiscan.com/VA/bill/HB1946/2017,,"aging, long-term care"
2017,2017 Regular Session,1261,,Farm products; crime to maliciously damage or destroy.,"Damaging or destroying farm products. Makes it a crime to maliciously damage or destroy any farm products, including any crops, and requires the court to determine the market value of the products when awarding restitution. The bill provides that a violation is punishable as a Class 6 felony if the value of the product is $400 or more and as a Class 1 misdemeanor if the value is less than $400. Current law makes certain damage or destruction a crime only if the person committing the act knows that the farm products are grown for testing or research purposes in the context of product development in conjunction or coordination with a private research facility, a university, or any federal, state, or local government agency.",1,,Left in Courts of Justice,2017-02-07,https://legiscan.com/VA/bill/HB1954/2017,,aging
2017,2017 Regular Session,1261,,Virginia Retirement System; modifies hybrid retirement program.,"Virginia Retirement System; hybrid retirement program. Modifies the hybrid retirement program by (i) increasing the mandatory employer contribution to the defined contribution component from 1% to 2% of creditable compensation, (ii) decreasing the employer's maximum matching contribution to the defined contribution component from 2.5% to 1.5% of creditable compensation, (iii) increasing the employee's mandatory contribution to the defined contribution component from 1% to 2% of creditable compensation, (iv) decreasing the employee's maximum contribution to the voluntary defined contribution component from 4% to 3% of creditable compensation, (v) decreasing from three years to two years the period in which a new member of the hybrid retirement program is required to make the maximum voluntary contribution to the defined contribution component, and (vi) decreasing the employee's contribution to the defined benefit component from 4% to 3% of creditable compensation. The bill also sets a new employee's voluntary contribution rate to the defined contribution component at 0.5% unless the employee opts out.",1,,Left in Appropriations,2017-02-08,https://legiscan.com/VA/bill/HB1967/2017,,retirement
2017,2017 Regular Session,1261,,"Child support and fines; nonpayment, suspension of driver's license.",Nonpayment of child support and fines; suspension of driver's license; ability to pay; written findings. Prohibits the court from suspending the driver's license of a person who has failed to pay his fines or child support if the court finds that the person's failure to pay is due to his inability to pay. The bill requires that a hearing be held prior to the suspension of a person's driver's license for the nonpayment of fines and that the court make a written finding for the suspension of a person's license due to nonpayment of fines or child support. The bill requires the court to include certain information in a notice of intent issued to a person who has failed to pay child support or fines.,1,,Left in Courts of Justice,2017-02-07,https://legiscan.com/VA/bill/HB2048/2017,,pension
2017,2017 Regular Session,1261,,Driver's license; suspension of license for nonpayment of fines and court costs.,"Driver's license suspensions for certain non-driving Driver's license suspensions for certain non-driving related offenses. Removes the existing provision that a person's driver's license is suspended (i) when he is convicted of or placed on deferred disposition for a drug offense and (ii) for violations not pertaining to the operator or operation of a motor vehicle. The provisions of this bill that affect the Code of Virginia have a delayed effective date of September 1, 2017.",1,,Left in Courts of Justice,2017-02-07,https://legiscan.com/VA/bill/HB2049/2017,,pension
2017,2017 Regular Session,1261,,Marijuana offenses; driver's license forfeiture.,Driver's license; marijuana possession. Revises the existing provision that a person loses his driver's license for six months when convicted of or placed on deferred disposition for a drug offense to provide that the provision does not apply to deferred disposition of simple possession of marijuana. The exception applies only to adults; juveniles will still be subject to license suspension. The bill provides that a court retains the discretion to suspend or revoke the driver's license of a person placed on deferred disposition for simple possession of marijuana and must suspend or revoke for six months the driver's license of such person who was operating a motor vehicle at the time of the offense. The bill also requires that such a person whose driver's license is not suspended or revoked perform 50 hours of community service in addition to any community service ordered as part of the deferred disposition. The provisions of the bill are contingent upon written assurance from the U.S. Department of Transportation that Virginia will not lose any federal funds as a result of implementation of the bill. This bill is identical to SB 1091.,4,,Governor: Acts of Assembly Chapter text (CHAP0695),2017-03-24,https://legiscan.com/VA/bill/HB2051/2017,,pension
2017,2017 Regular Session,1261,,"Adult protective services; statistics regarding reports of adult abuse, neglect, or exploitation.","Adult protective services; statistics regarding reports of adult abuse, neglect, or exploitation. Requires the Department of Social Services (the Department) to (i) keep records of the number of reports filed alleging suspected adult abuse, neglect, or exploitation and the disposition of such reports and (ii) annually publish nonidentifying statistics regarding such information. The bill also requires the Department to annually disseminate to the Department of Health and all local boards of social services and area agencies on aging a report of such information, categorized by the planning district in which the report was filed; the facility in which the abused, neglected, or exploited adult resided at the time of the abuse, neglect, or exploitation, if applicable; and the names of individuals who were the subject of criminal charges as a result of the investigation.",1,,"Left in Health, Welfare and Institutions",2017-02-07,https://legiscan.com/VA/bill/HB2061/2017,,"aging, adult protective services"
2017,2017 Regular Session,1261,,Nursing home family councils; rights of family members.,Nursing home family councils; rights of family members. Provides that no family member of a resident of a nursing home or other resident representative shall be restricted from participating in meetings in the facility with the families or resident representatives of other residents in the facility.,4,,Governor: Acts of Assembly Chapter text (CHAP0462),2017-03-13,https://legiscan.com/VA/bill/HB2072/2017,,nursing home
2017,2017 Regular Session,1261,,Virginia Law Officers' Retirement System; eligible employees.,"Virginia Law Officers' Retirement System; eligible employees. Includes Department of Emergency Management hazardous materials officers as employees covered by the Virginia Law Officers' Retirement System, provided that such officers shall accrue retirement benefits only for creditable service on and after July 1, 2017.",1,,Left in Appropriations,2017-02-08,https://legiscan.com/VA/bill/HB2080/2017,,retirement
2017,2017 Regular Session,1261,,Voter registration at the Department of Motor Vehicles; opt-out voter registration.,"Voter registration at the Department of Motor Vehicles; Voter registration at the Department of Motor Vehicles; opt-out voter registration. Provides for the electronic transmission by the Department of Motor Vehicles to the Department of Elections of certain information for any person coming into an office of the Department of Motor Vehicles or accessing its website in order to (i) apply for, replace, or renew a driver's license, (ii) apply for, replace, or renew a special identification card, or (iii) change an address on an existing driver's license or special identification card if the Department of Motor Vehicles records indicate that he (a) is a United States citizen, (b) is 18 years of age or older, and (c) at the time of the transaction does not decline to have his information transmitted to the Department of Elections for voter registration purposes. The option to decline to have his information so transmitted shall be presented at the time of one of the specified transactions with the Department of Motor Vehicles and shall be accompanied by a warning that intentionally making a materially false statement during the transaction and that voting more than once in any election in the same or different jurisdictions are both punishable under Virginia law as a felony. The information required to be transferred includes the person's full name, date of birth, gender, residence address, citizenship status, driver's license and social security number, and digital signature and an affirmation by the person that he meets all voter eligibility requirements. Upon receipt of the information, the Department of Elections is required to determine whether the person is already registered to vote. If the person is already registered to vote, the Department of Elections is required to take certain steps to update the voter's registration records. If the person is not already registered to vote, the Department of Elections is required to verify that the person meets all voter eligibility requirements and, if so finding, is required to transmit the information to the appropriate general registrar. The bill repeals the requirement that the Department of Motor Vehicles offer,",1,,Left in Privileges and Elections,2017-02-08,https://legiscan.com/VA/bill/HB2088/2017,,social security
2017,2017 Regular Session,1261,,Health care providers; data collection.,"Health care providers; data collection. Defines ""charity care"" and ""bad debt"" as used in the context of certificate of public need, establishes a uniform framework for determining the value of charity care provided, and requires health care providers to report data on (i) the total amount of charity care that the facility provides to indigent persons; (ii) the number of patients to whom charity care is provided; (iii) the specific services delivered to patients that are reported as charity care; and (iv) the portion of the total amount of charity care provided that each service represents. The bill also requires health care providers to report data and information for any parent or subsidiary company of the health care provider that operates in the Commonwealth and requires every hospital that receives a disproportionate share hospital adjustment to report the number of inpatient days attributed to patients eligible for Medicaid but not Medicare Part A and the total amount of the disproportionate share hospital adjustment received. Finally, the bill requires the Commissioner of Health to report to the Chairmen of the House Committees on Appropriations and Health, Welfare and Institutions and the Senate Committees on Finance and Education and Health, by November 1, 2018, a data analysis comparing the value of certain charity care services under various methods of valuation. The bill has a partial delayed effective date.",4,,Governor: Acts of Assembly Chapter text (CHAP0791),2017-04-05,https://legiscan.com/VA/bill/HB2101/2017,,"medicare, medicaid"
2017,2017 Regular Session,1261,,Family and Medical Leave Insurance Program; established.,"Family and Medical Leave Insurance Program. Entitles individuals to a family and medical leave insurance (FMLI) benefit payment for each month they are engaged in qualified caregiving, not to exceed 60 qualified caregiving days per year. Qualified caregiving means an activity, except regular employment, for a reason an individual is entitled to leave under the federal Family and Medical Leave Act of 1993. Benefits would amount to 66 percent of an individual's monthly wages, based on highest annual earnings from the prior three years, up to a capped monthly amount, and would be indexed to the national average wage index. If a person takes the maximum number of days, the benefits would range from a minimum benefit of $580 to a maximum benefit of $4,000 per month in the program's first year. To be eligible for benefits, an individual is required to (i) be insured for disability insurance benefits under the Social Security Act at the time his application is filed; (ii) have earned income from employment during the 12 months before filing the application; (iii) have filed an application for an FMLI benefit; and (iv) have been engaged in qualified caregiving, or anticipate being so engaged, during the 90-day period before the application is filed or within 30 days thereafter. The measure establishes the Family and Medical Insurance Leave Fund and requires FMLI benefit payments to be made only from this Fund. A tax of 0.2 percent is imposed on the wages received by every individual, and an excise tax of 0.2 percent of the wages paid in any calendar year by the employer with respect to their employment is imposed on employers. The measure has a delayed effective date of January 1, 2018.",1,,Left in Commerce and Labor,2017-02-08,https://legiscan.com/VA/bill/HB2126/2017,,social security
2017,2017 Regular Session,1261,,Virginia Service Members Civil Relief Act; supplements protections afforded under federal Act.,"Virginia Service Members Civil Relief Act. Supplements the protections afforded under the federal Servicemembers Civil Relief Act by allowing service members to terminate or suspend a contract for the provision of telecommunication services, Internet services, television services, athletic club or gym memberships, or commercial mobile radio services at any time after the date the service member receives military orders to relocate for a period of service of at least 90 days to a location that does not support the contract. The bill sets out the method for termination and provides that a service member cannot be charged a penalty, fee, loss of deposit, or any other additional fee due to such termination or suspension. The bill also provides that a service member has the option to reinstate such services. The bill provides that violation of these provisions is a violation of the Virginia Consumer Protection Act (? 59.1-196 et seq.).",1,,"Left in Militia, Police and Public Safety",2017-02-07,https://legiscan.com/VA/bill/HB2147/2017,,pension
2017,2017 Regular Session,1261,,"Veterans Services Foundation; powers and duties, appointment of Executive Director, report.","Veterans Services Foundation; powers and duties; appointment of Executive Director; report. Requires the Veterans Services Foundation to provide an annual report on its funding levels and services to the General Assembly. The bill also (i) authorizes the board of trustees of the Foundation to appoint an Executive Director, (ii) clarifies that the Foundation may make direct requests for appropriations from the General Assembly, (iii) clarifies that only the unrestricted portion of the Veterans Services Fund may be used for Foundation expenses, (iv) requires the Department of Veterans Services to provide qualified finance and development personnel to perform the duties of the treasurer and secretary of the Foundation, and (iv) provides that expenditures and disbursements from the Fund shall be made upon written authorization of the Executive Director with the approval of the board of trustees. The bill requires that allocations and expenditures of donated restricted funds be in accordance with cited provisions of the Uniform Prudent Management of Institutional Funds Act relating to the standard of conduct in managing and investing institutional funds.",4,,Governor: Acts of Assembly Chapter text (CHAP0622),2017-03-16,https://legiscan.com/VA/bill/HB2148/2017,,aging
2017,2017 Regular Session,1261,,"Income tax, state; subtraction for military veterans with a service-connected disability.","Income tax; subtraction for military veterans with a service-connected disability. Establishes for taxable years beginning January 1, 2017, an individual income tax subtraction, for purposes of computing Virginia adjusted gross income, for the military retirement income of veterans with a 100 percent service-connected disability. The bill provides that the subtraction is available only for taxpayers whose federal adjusted gross income does not exceed 250 percent of the federal poverty level for a four-person household.",1,,Left in Finance,2017-02-07,https://legiscan.com/VA/bill/HB2175/2017,,retirement
2017,2017 Regular Session,1261,,Voter registration at the Department of Motor Vehicles; opt-out voter registration.,"Voter registration at the Department of Motor Vehicles; Voter registration at the Department of Motor Vehicles; opt-out voter registration. Provides for the electronic transmission by the Department of Motor Vehicles to the Department of Elections of certain information for any person coming into an office of the Department of Motor Vehicles or accessing its website in order to (i) apply for, replace, or renew a driver's license, (ii) apply for, replace, or renew a special identification card, or (iii) change an address on an existing driver's license or special identification card if the Department of Motor Vehicles records indicate that he (a) is a United States citizen, (b) is 18 years of age or older, and (c) at the time of the transaction does not decline to have his information transmitted to the Department of Elections for voter registration purposes. The option to decline to have his information so transmitted shall be presented at the time of one of the specified transactions with the Department of Motor Vehicles and shall be accompanied by a warning that intentionally making a materially false statement during the transaction and that voting more than once in any election in the same or different jurisdictions are both punishable under Virginia law as a felony. The information required to be transferred includes the person's full name, date of birth, gender, residence address, citizenship status, driver's license and social security number, and digital signature and an affirmation by the person that he meets all voter eligibility requirements. Upon receipt of the information, the Department of Elections is required to determine whether the person is already registered to vote. If the person is already registered to vote, the Department of Elections is required to take certain steps to update the voter's registration records. If the person is not already registered to vote, the Department of Elections is required to verify that the person meets all voter eligibility requirements and, if so finding, is required to transmit the information to the appropriate general registrar. The bill repeals the requirement that the Department of Motor",1,,Left in Privileges and Elections,2017-02-08,https://legiscan.com/VA/bill/HB2182/2017,,social security
2017,2017 Regular Session,1261,,Medicaid; eligibility of incarcerated individuals.,"Medicaid; eligibility of incarcerated individuals. Directs the Department of Medical Assistance Services to convene a work group to identify and develop processes for streamlining the application and enrollment process for the Commonwealth's program of medical assistance services and the Family Access to Medical Insurance Security (FAMIS) program for eligible incarcerated individuals so that applicable services shall be available to such individuals immediately upon release from the correctional facility and to report its findings and recommendations by November 30, 2017.",4,,Governor: Acts of Assembly Chapter text reprinted (CHAP0198),2017-03-17,https://legiscan.com/VA/bill/HB2183/2017,,medicaid
2017,2017 Regular Session,1261,,Inmates; inpatient psychiatric hospital admission.,"Evaluation of inmate; inpatient psychiatric hospital admission. Requires that if the person having custody of an inmate of a local correctional facility files a petition for inpatient psychiatric hospital admission of the inmate, the person having custody shall ensure that the appropriate community services board or behavioral health authority is advised of the need for a preadmission screening. The bill further requires the person having custody of the inmate to contact the director or other senior management at the community services board or behavioral health authority if such board or authority does not respond to the advisement that a preadmission screening is necessary or fails to complete the preadmission screening.",4,,Governor: Acts of Assembly Chapter text (CHAP0463),2017-03-13,https://legiscan.com/VA/bill/HB2184/2017,,senior
2017,2017 Regular Session,1261,,"My Virginia Plan Program; created, retirement plans for employees of private employers.","My Virginia Plan Program; retirement plans for My Virginia Plan Program; retirement plans for employees of private employers. Directs the Department of the Treasury (the Department) to create the My Virginia Plan Program (the Program) to enable private employers to connect with financial services firms that offer retirement plans. The bill provides that participation in a plan offered through the Program is voluntary for employers and their employees. The bill requires the Department to review and approve financial services firms to offer retirement plans through the Program and create a website for employers to obtain information on how to participate. The bill provides that the Department ensure that the Program provides a range of investment options to meet the needs of investors with various levels of risk tolerance and various ages. The bill requires that in order to participate in the Program a financial services firm must register with the State Corporation Commission, meet the requirements of all federal laws required to offer retirement plans, and offer at least two product options, including a target date fund and a balanced fund. The bill authorizes the Department to charge fees to participating financial services firms to recoup start-up and ongoing costs. The bill prohibits financial services firms from charging any administrative fees to employers.",1,,Tabled in Commerce and Labor by voice vote,2017-01-31,https://legiscan.com/VA/bill/HB2204/2017,,retirement
2017,2017 Regular Session,1261,,"Hospital data reporting; charity care policies and other activities, clarifies definition.","Hospital data reporting; charity care and other activities. Defines ""charity care"" as care provided in accordance with a provider's policy of providing health care services free of charge or at a reduced rate because of the indigence or medical indigence of the patient. The bill requires all hospitals, doctors of medicine and osteopathy, and dentists licensed to practice as oral and maxillofacial surgeons to whom a certificate of public need has been issued to establish charity care policies and post information about such policies in a public place; requires health care providers to submit to the Commissioner of Health data on the amount of charity care provided; provides that the value of charity care shall be determined in accordance with fee schedules for Medicare services established by Centers for Medicare and Medicaid Services (CMS); provides that in the case of a health care provider providing services at more than one facility, charity care shall be reported for each facility at which services are provided and shall not be aggregated by the provider; and requires not-for-profit hospitals to (i) conduct community needs assessments and develop strategies to meet the needs identified, (ii) establish financial assistance policies for patients, (iii) establish limits on charges for emergency and other medically necessary care for individuals eligible for assistance under the financial assistance policy, and (iv) ensure that the hospital does not engage in extraordinary actions to collect amounts owed before determining whether the person is eligible for financial assistance. The bill also requires not-for-profit hospitals to report annually to the Commissioner of Health on (a) the outcomes of the community needs assessment and the implementation of the strategy developed to meet the community health needs identified through such assessment; (b) the financial assistance policy and the utilization thereof; and (c) the steps the hospital has undertaken to determine whether a person to whom services have been delivered is eligible for assistance under the hospital's financial assistance policy and efforts of the hospital to ensure that any collections activities undertaken by the hospital to collect amounts owed by such persons are not extraordinary action. Such report shall also include (1) a statement disclosing any for-profit subsidiaries owned by the not-for-profit hospital and (2) a statement of the amount of compensation paid by the not-for-profit hospital to executive staff of the hospital.",2,,Incorporated by Education and Health ,2017-02-16,https://legiscan.com/VA/bill/HB2225/2017,,"medicare, medicaid"
2017,2017 Regular Session,1261,,"DPOR; regulatory boards within the Department, expiration of regulations.","Department of Professional and Occupational Regulation; regulatory boards within the Department; expiration of regulations. Requires all proposed and final regulations promulgated by any regulatory board within the Department on or after July 1, 2017, to contain a sunset provision such that the regulations shall expire within five years of their effective date. The bill provides that on or before July 1, 2021, the Board for Professional and Occupational Regulation (the Board) shall review the regulations on such timetable as determined by the Board to enable it to make specific determinations outlined in the bill. The bill requires that by July 1, 2021, the Board shall submit a report of its findings, including any recommendations, to the Joint Commission on Administrative Rules (the Commission), which shall exercise the powers granted to it under the Administrative Process Act and the Commission's enabling law. Any recommendations of the Commission for the continuation, modification, suspension, or rescission of any such regulation shall be submitted to the Governor and the General Assembly by October 15, 2021.",2,,Failed to report (defeated) in General Laws and Technology (7-Y 8-N),2017-02-20,https://legiscan.com/VA/bill/HB2242/2017,,pension
2017,2017 Regular Session,1261,,Line of Duty Act; clarifies provisions of Act.,"Line of Duty Act. Clarifies provisions of the Line of Duty Act, including clarifying that suspension or reinstatement of health insurance benefits begins and ends at the beginning of a health insurance plan year rather than in the middle of a plan year and recognizing current practice that the Line of Duty Act administrator provides materials for training. The bill codifies certain provisions of the Line of Duty Act that currently are in the appropriation act. The bill modifies the provision that would have disqualified, effective July 1, 2017, the surviving spouse of a deceased member who remarried from receiving health insurance benefits, by restricting the disqualification to surviving spouses who remarry on or after July 1, 2017. The bill contains an emergency clause.",4,,Governor: Acts of Assembly Chapter text (CHAP0439),2017-03-13,https://legiscan.com/VA/bill/HB2243/2017,,pension
2017,2017 Regular Session,1261,,Virginia Retirement System; establishes an optional defined contribution retirement plan.,"Virginia Retirement System; optional defined contribution retirement plan. Requires the Virginia Retirement System (VRS) to establish an optional defined contribution retirement plan for state and local employees. Participation in the plan is in lieu of other retirement plans offered by VRS. Employees hired on or after July 1, 2019, shall make an irrevocable election whether to participate in the plan. A person who is employed on June 30, 2019, shall make an irrevocable election by October 31, 2019, to participate in the new retirement plan beginning January 1, 2020, in lieu of his retirement plan at the time. If such employee elects to participate in the new plan, his retirement plan at the time of election will be ""frozen"" and not increase because of compensation earned or years of service earned while participating in the new plan. Under the plan, the employer makes a mandatory contribution in the amount of 8.5 percent of the employee's compensation, and the employee contributes five percent of his compensation. The employer's contribution becomes fully vested upon the employee's completion of five years of continuous participation.",2,,Failed to pass,2017-02-25,https://legiscan.com/VA/bill/HB2251/2017,,retirement
2017,2017 Regular Session,1261,,Department of Health; restrictions on expenditure of funds related to abortions and family planning.,Department of Health; restrictions on expenditure of funds related to abortions and family planning services. Prohibits the Department of Health from spending any funds on an abortion that is not qualified for matching funds under the Medicaid program or providing any grants or other funds to any entity that performs such abortions. The bill also prioritizes the types of entities that the Department of Health contracts with or provides grants to for family planning services.,5,,VOTE: SUSTAINED GOVERNOR'S VETO (62-Y 33-N),2017-02-25,https://legiscan.com/VA/bill/HB2264/2017,,medicaid
2017,2017 Regular Session,1261,,Residential rental property; foreclosure shall act as a termination of rental agreement by landlord.,"Residential rental property. Provides that if a residential dwelling unit is foreclosed upon and a tenant is lawfully occupying the dwelling unit at the time of the foreclosure, the foreclosure shall act as a termination of the rental agreement by the landlord. The bill also provides that, if there is in effect at the date of the foreclosure sale a written property management agreement between the landlord and a real estate licensee licensed pursuant to the provisions of § 54.1-2106.1, the foreclosure shall convert the property management agreement into a month-to-month agreement between the successor landlord and the real estate licensee acting as a managing agent, except in the event that the terms of the original property management agreement between the landlord and the real estate licensee acting as a managing agent require an earlier termination date. Except in the event of foreclosure, the bill permits a real estate licensee acting on behalf of a landlord client as a managing agent who elects to terminate the property management agreement to transfer any funds held in escrow by the licensee to the landlord client without his consent, provided that the real estate licensee provides written notice to each tenant that the funds have been so transferred. The bill provides that, in the event of foreclosure, a real estate licensee shall not transfer any funds to a landlord client whose property has been foreclosed upon. The bill provides immunity, in the absence of gross negligence or intentional misconduct, to any such licensee acting in compliance with the provisions of § 54.1-2108.1. The bill clarifies that a tenant residing in a dwelling unit that has been foreclosed upon is eligible to file an assertion pursuant to § 55-225.12 and that a court may order any moneys accumulated in escrow to be paid to the successor landlord or the successor landlord's managing agent, if any.",4,,Governor: Acts of Assembly Chapter text (CHAP0394),2017-03-13,https://legiscan.com/VA/bill/HB2281/2017,,aging
2017,2017 Regular Session,1261,,"Health, Department of; frequency of inspections.","Department of Health; frequency of inspections. Provides that in cases in which inspections of emergency medical services agencies and vehicles, hospitals, hospices, home care organizations, restaurants, summer camps, campgrounds, and hotels are required, no licensee shall receive additional inspections until every other licensee in that category has been inspected, unless the additional inspection is (i) necessary to follow up on a preoperational inspection or one or more violations, (ii) required by a uniformly applied risk-based schedule established by the Department of Health, (iii) necessary to investigate a complaint, or (iv) otherwise deemed necessary to protect the public health and safety.",4,,Governor: Acts of Assembly Chapter text (CHAP0465),2017-03-13,https://legiscan.com/VA/bill/HB2300/2017,,hospice
2017,2017 Regular Session,1261,,Long-term care; requirements of Department of Medical Assistance Services.,"Department of Medical Assistance Services; requirements related to long-term care. Provides that the Department of Medical Assistance Services shall require all individuals who administer preadmission screenings for long-term care services to receive training on and be certified in the use of the Uniform Assessment Instrument; requires the Department to develop a program for the training and certification of preadmission screeners, develop guidelines for a standardized preadmission screening process, and strengthen oversight of the preadmission screening process to ensure that problems are identified and addressed promptly. The bill requires the Department to make a number of changes to contracts for long-term care services provided by managed care organizations; directs the Department to impose additional requirements related to submission of data and information by managed care organizations; and requires the Department to implement a number of spending and utilization control measures in conjunction with managed care organizations.",4,,Governor: Acts of Assembly Chapter text (CHAP0749),2017-03-24,https://legiscan.com/VA/bill/HB2304/2017,,long-term care
2017,2017 Regular Session,1261,,"Virginia Personnel Act; equal pay for equal work, policy of the Commonwealth.","Virginia Personnel Act; equal pay for equal work; policy of the Commonwealth. Provides that it is the policy of the Commonwealth that there shall be no discrimination between state employees on the basis of sex by paying wages to state employees at a rate less than the rate at which it pays wages to state employees of the opposite sex for equal work on jobs, the performance of which requires equal skill, effort, and responsibility, and which are performed under similar working conditions, except where such payment is made pursuant to (i) a seniority system, (ii) a merit system, (iii) a system that measures earnings by quantity or quality of production, or (iv) a differential based on any other factor other than sex. The bill also requires the Department of Human Resource Management to establish and administer a program to ensure equal pay for equal work to state employees in all incidents of employment as provided in the Virginia Personnel Act. The bill contains technical amendments.",1,,Left in General Laws,2017-02-08,https://legiscan.com/VA/bill/HB2314/2017,,senior
2017,2017 Regular Session,1261,,Certificates of public need; creates a two-phase process.,"Certificates of public need. Creates a two-phase Certificates of public need. Creates a two-phase process to sunset certificate of public need (COPN) requirements for many categories of medical care facilities and projects, with the requirement for a certificate of public need (i) for all medical care facilities other than nursing homes, rehabilitation hospitals and beds, imaging centers, organ or tissue transplant services, certain open heart surgery services, certain neonatal services, and certain medical care facilities located in a locality with a population density of at least 200 people per square mile as reported by the United States Bureau of the Census in the 2010 census report that is contiguous with at least one other locality with such population density, or has a population of at least 75,000 people repealed effective July 1, 2017, and (ii) imaging centers repealed effective January 1, 2018. The bill also creates a new permitting process for categories of facilities and projects exempted from the certificate of public need process that requires the Commissioner of Health to issue a permit but requires the Commissioner to condition a permit (a) on the agreement of the applicant to provide a specified level of care at a reduced rate to indigents, accept patients requiring specialized care, or facilitate the development and operation of primary medical care services in designated medically underserved areas of the applicant's service area and (b) on compliance of the applicant with quality of care standards. The bill also eliminates regional health planning agencies and makes numerous changes to the COPN process for facilities and projects that will still be subject to the",1,,Left in Appropriations,2017-02-08,https://legiscan.com/VA/bill/HB2337/2017,,"aging, nursing home"
2017,2017 Regular Session,1261,,Water utilities; suspension of proposed rate increases.,Water utilities; temporary and interim rate increases. Extends the maximum period that the State Corporation Commission is authorized to suspend the implementation of a proposed rate increase rates from 150 to 180 days. The measure applies only to certain investor-owned water utilities.,4,,Governor: Acts of Assembly Chapter text (CHAP0619),2017-03-16,https://legiscan.com/VA/bill/HB2358/2017,,pension
2017,2017 Regular Session,1261,,Virginia Alcoholic Beverage Control Authority; changes effective date for creation of Authority.,"Virginia Alcoholic Beverage Control (ABC) Authority. Changes the effective date for the creation of the ABC Authority from July 1, 2018, to January 15, 2018. The bill creates a transition period from January 15, 2018, until December 31, 2018, during which time the current Department of Alcoholic Beverage Control will coexist with the ABC Authority to facilitate an orderly and efficient transition and to ensure the continuation of operations during the transition. The bill provides that during the transition period the current ABC Board will be the Board of Directors of the ABC Authority. The bill grants to the ABC Authority the authority to implement and maintain independent payroll and nonpayroll disbursement systems, which are subject to review and approval by the State Comptroller and which include travel reimbursements, revenue refunds, disbursements for vendor payments, petty cash, and interagency payments. The bill also (i) streamlines the suspension and revocation process to encourage settlement of cases before reaching the appeal level to the Board of Directors, (ii) exempts the ABC Authority from mandatory procurement provisions, and (iii) authorizes the Board of Directors to delegate or assign to any officer or employee of the ABC Authority any duties or tasks required to be performed by the ABC Authority but provides that the Board of Directors remains responsible for the performance of any such duties or tasks. The bill contains numerous technical amendments.",4,,Governor: Acts of Assembly Chapter text (CHAP0698),2017-03-24,https://legiscan.com/VA/bill/HB2359/2017,,pension
2017,2017 Regular Session,1261,,Public officers; automatic suspension upon conviction of felony.,"Public officers; automatic suspension upon conviction of felony. Provides that any officer who is convicted of a felony under the laws of any state or the United States shall be automatically suspended upon such conviction, regardless of any appeals, pleadings, delays, or motions. The bill contains an emergency clause. This bill is identical to SB 1487.",4,,Governor: Acts of Assembly Chapter text (CHAP0354),2017-03-13,https://legiscan.com/VA/bill/HB2364/2017,,pension
2017,2017 Regular Session,1261,,"Administrative Process Act; reconsideration of an agency's final decision, etc.","Administrative Process Act; reconsideration of an agency's final decision; intermediate relief; suspension of effective date of a regulation or agency decision. Provides that if a petition for reconsideration is timely filed, the final decision shall be suspended and the time for filing a notice of appeal under Rule 2A:2 of the Rules of Supreme Court of Virginia shall be tolled. Under current law, the final decision is not suspended and the time for filing the notice is not tolled unless the agency provides for the suspension of its decision when it grants a petition for reconsideration. The bill also requires, when judicial review is instituted or is about to be, the agency concerned to postpone the effective date of the regulation or decision involved pending conclusion of the review proceedings.",1,,Left in Appropriations,2017-02-08,https://legiscan.com/VA/bill/HB2370/2017,,pension
